Sample,Caption,LaTeX_Document
107,Cross-validation with $k$-folding and holdout.,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % Draw the dataset
    \draw[thick] (0,0) rectangle (6,2);
    \node at (3,1) {Dataset};

    % Draw the k-folds
    \foreach \i in {1,2,3,4} {
        \draw[thick] (0+\i*1.2,0) rectangle (1+\i*1.2,2);
        \node at (0.6+\i*1.2,1) {Fold \i};
    }

    % Draw the holdout set
    \draw[dashed, thick] (5.5,0) rectangle (6.5,2);
    \node at (6,1) {Holdout};

    % Draw arrows for k-folding
    \foreach \i in {1,2,3,4} {
        \draw[->, thick] (0+\i*1.2, 2) -- (2,2+\i*0.5);
    }
    \node at (2, 3.5) {Training};

    % Draw arrows for validation
    \foreach \i in {1,2,3,4} {
        \draw[->, thick] (0+\i*1.2, 0) -- (2, -0.5-\i*0.5);
    }
    \node at (2, -4) {Validation};

    % Draw overall process
    \draw[->, thick] (3, 2.5) -- (3, 4);
    \node at (3.5, 4) {Model Training};

    \draw[->, thick] (3, -1) -- (3, -2.5);
    \node at (3.5, -2.5) {Model Evaluation};
\end{tikzpicture}
    \end{document}"
108,"Différentielle de $\Omega^{2}\moduli[1](10;-4,-6)$ dont le résidu est nul","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \draw[->] (-5,0) -- (5,0) node[right] {$x$};
    \draw[->] (0,-5) -- (0,5) node[above] {$y$};
    
    \draw[domain=-4:4,smooth,variable=\x,blue] plot ({\x},{-0.25*\x*\x + 4});
    \draw[domain=-4:4,smooth,variable=\x,red] plot ({\x},{0.5*\x*\x - 2});
    
    \node at (3,3) {$(10; -4, -6)$};
    \node at (4.5,4.5) {Résidu nul};
    
    \fill[black] (0,0) circle (2pt) node[below right] {$(0,0)$};
\end{tikzpicture}
    \end{document}"
109,"Complicated arrows in flowcharts
 
 I have done most of the flowchart except for some complicated arrows. The code that I am using is
 \tikzstyle{io} = [rectangle, rounded corners, minimum width = 3cm, minimum
 height = 1cm, text centered, draw=black]
 \tikzstyle{io1} = [rectangle, rounded corners, minimum width = 3cm, minimum
 height = 1.5cm, text centered, draw=black]
 \tikzstyle{arrow} = [ultra thick, ->, >=stealth]
 \begin{center}
 \begin{tikzpicture}[node distance = 2cm]
 \node (start) [io1] {Concept proposed 2005-06};
 \node (in1) [io1, below of = start, yshift=-3cm] {ABE schemes 2006-12};
 \node (in2) [io1, below of = in1, yshift = -5cm] {Development 2007-13};
 \node (in3) [io1, below of = in2, yshift = -0.8cm] {Future work 2014};
 \node (in4) [io, right of = start, , yshift = 1cm, xshift = 7cm] {FIBE 2005};
 \node (in5) [io, below of = in4] {KP-ABE, CP-ABE 2006};
 \node (in6) [io, below of = in5] {KP-ABE 2006-11};
 \node (in7) [io, below of = in6] {CP-ABE 2007-12};
 \node (in8) [io, below of = in7] {Dual-policy ABE 2009};
 \node (in9) [io, below of = in8] {Multi-authority ABE 2007-12};
 \node (in10) [io, below of = in9] {User/Attribute revocation 2007-13};
 \node (in11) [io, below of = in10] {Accountability 2009-12};
 \node (in12) [io, below of = in11] {PRE 2008-13};
 
 \draw[arrow] (start) -- (in1);
 \draw[arrow] (in1) -- (in2);
 \draw[arrow] (in2) -- (in3);
 \end{tikzpicture}
 \end{center}
 
 
 How can I draw these complicated curled arrows?","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}[node distance = 2cm]
\tikzstyle{io} = [rectangle, rounded corners, minimum width = 3cm, minimum height = 1cm, text centered, draw=black]
\tikzstyle{io1} = [rectangle, rounded corners, minimum width = 3cm, minimum height = 1.5cm, text centered, draw=black]
\tikzstyle{arrow} = [ultra thick, ->, >=stealth]

\node (start) [io1] {Concept proposed 2005-06};
\node (in1) [io1, below of = start, yshift=-3cm] {ABE schemes 2006-12};
\node (in2) [io1, below of = in1, yshift = -5cm] {Development 2007-13};
\node (in3) [io1, below of = in2, yshift = -0.8cm] {Future work 2014};
\node (in4) [io, right of = start, yshift = 1cm, xshift = 7cm] {FIBE 2005};
\node (in5) [io, below of = in4] {KP-ABE, CP-ABE 2006};
\node (in6) [io, below of = in5] {KP-ABE 2006-11};
\node (in7) [io, below of = in6] {CP-ABE 2007-12};
\node (in8) [io, below of = in7] {Dual-policy ABE 2009};
\node (in9) [io, below of = in8] {Multi-authority ABE 2007-12};
\node (in10) [io, below of = in9] {User/Attribute revocation 2007-13};
\node (in11) [io, below of = in10] {Accountability 2009-12};
\node (in12) [io, below of = in11] {PRE 2008-13};

\draw[arrow] (start) -- (in1);
\draw[arrow] (in1) -- (in2);
\draw[arrow] (in2) -- (in3);
\draw[arrow] (start.east) .. controls +(1,0) and +(1,0) .. (in4.west);
\draw[arrow] (in4.south) .. controls +(0,-1) and +(0,-1) .. (in5.north);
\draw[arrow] (in5.south) .. controls +(0,-1) and +(0,-1) .. (in6.north);
\draw[arrow] (in6.south) .. controls +(0,-1) and +(0,-1) .. (in7.north);
\draw[arrow] (in7.south) .. controls +(0,-1) and +(0,-1) .. (in8.north);
\draw[arrow] (in8.south) .. controls +(0,-1) and +(0,-1) .. (in9.north);
\draw[arrow] (in9.south) .. controls +(0,-1) and +(0,-1) .. (in10.north);
\draw[arrow] (in10.south) .. controls +(0,-1) and +(0,-1) .. (in11.north);
\draw[arrow] (in11.south) .. controls +(0,-1) and +(0,-1) .. (in12.north);
\end{tikzpicture}
    \end{document}"
110,"Feature importance for the XGBoost model from Task 2, trained on image features and patient information. Count 0, Count 1, Count 2 and dim z are image features.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \begin{axis}[
        ybar,
        xlabel={Features},
        ylabel={Importance},
        xtick={1,2,3,4},
        xticklabels={Count 0, Count 1, Count 2, dim z},
        ymin=0, ymax=1,
        bar width=0.4,
        enlarge x limits=0.5,
        grid=major,
        title={Feature Importance for XGBoost Model}
    ]
    \addplot coordinates {(1,0.25) (2,0.35) (3,0.15) (4,0.25)};
    \end{axis}
\end{tikzpicture}
    \end{document}"
111,A visual representation of the torsion coefficients associated to $K$. To each red dot at $x=j$ is associated the value of $t_j$.,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % Axes
    \draw[->] (0,0) -- (0,5) node[above] {$t_j$};
    \draw[->] (0,0) -- (5,0) node[right] {$j$};

    % Red dots at each integer position with torsion coefficients
    \foreach \j in {1, 2, 3, 4} {
        \pgfmathsetmacro{\tj}{\j * 0.5 + 1} % Example values for t_j
        \fill[red] (\j, \tj) circle (3pt);
        \draw[red] (\j, 0) -- (\j, \tj);
    }

    % Labels for the red dots
    \foreach \j in {1, 2, 3, 4} {
        \pgfmathsetmacro{\tj}{\j * 0.5 + 1}
        \node[below] at (\j, 0) {$j$};
        \node[right] at (\j, \tj) {$t_j$};
    }
\end{tikzpicture}
    \end{document}"
112,"Problem with subfig and pgfplots' graphs
 
 I have a problem with the subfigenvironment. My two graphs created with pgfplots are too large to stay together. How can I fix that?
 % Graphique
 \begin{figure}
 \centering
 \subfloat[]{$\tau = \SI{0.1}{\second}$}
 {\begin{tikzpicture}
 \begin{axis}[title={Trajectoire de la balle dans le plan $x$-$z$}, xlabel={$x$}, ylabel={$z$},%
 legend cell align=left]
 
 \addplot[red,thick,each nth point={10}]
 table[x index=1,y index=3] {Data/magnus_nog_not_dt0.1s.dat};
 
 \legend{}
 \end{axis}
 \end{tikzpicture}} \quad
 
 \subfloat[]{$\tau = \SI{0.001}{\second}$}
 {\begin{tikzpicture}
 \begin{axis}[title={Trajectoire de la balle dans le plan $x$-$z$}, xlabel={$x$}, ylabel={$z$},%
 legend cell align=left]
 
 \addplot[red,thick,each nth point={10}]
 table[x index=1,y index=3] {Data/magnus_nog_not_dt0.001s.dat};
 
 \legend{}
 \end{axis}
 \end{tikzpicture}}
 
 \caption[]{}\label{g:nognot}
 \end{figure}
 % Graphique
 
 Ps: I didn't provide a MWE because you need files to compile my graphs.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
\begin{figure}
\centering
\subfloat[]{$\tau = \SI{0.1}{\second}$}
{\begin{tikzpicture}[scale=0.8]
\begin{axis}[title={Trajectoire de la balle dans le plan $x$-$z$}, xlabel={$x$}, ylabel={$z$},%
legend cell align=left]

\addplot[red,thick,each nth point={10}]
table[x index=1,y index=3] {Data/magnus_nog_not_dt0.1s.dat};

\legend{}
\end{axis}
\end{tikzpicture}
    \end{document}"
113,Pendulum constrained to $\mathcal{S}^1$ manifold with the tangent space $T_{x_0}M$ in blue and $T_xM$ in red.,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % Draw the circle representing the manifold S^1
    \draw[thick] (0,0) circle(2);
    
    % Draw the pendulum
    \draw[thick,->] (0,0) -- (1.5,1.5);
    
    % Draw the point x_0 on the circle
    \fill[black] (0,2) circle (2pt) node[above] {$x_0$};
    
    % Draw the tangent space T_{x_0}M in blue
    \draw[blue, thick,->] (0,2) -- (2,2) node[right] {$T_{x_0}M$};
    
    % Draw the point x on the circle
    \fill[black] (1.5,1.5) circle (2pt) node[above right] {$x$};
    
    % Draw the tangent space T_xM in red
    \draw[red, thick,->] (1.5,1.5) -- (3,1.5) node[right] {$T_xM$};
    
    % Add labels
    \node at (0,-0.5) {$\mathcal{S}^1$};
\end{tikzpicture}
    \end{document}"
114,"Values for the stability index in different graphs. In the first graph (from left to right), we have that $p=1$, in the second graph $p=0$ and finally $p=2.$","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % First graph (p=1)
    \begin{scope}
        \draw[->] (0,0) -- (0,3) node[above] {Stability Index};
        \draw[->] (0,0) -- (3,0) node[right] {Graphs};
        \draw[domain=0:3,smooth,variable=\x,blue] plot ({\x},{1});
        \node at (1.5,1.2) {$p=1$};
        \draw[dashed] (0,1) -- (3,1);
        \draw (0,0) rectangle (3,3);
    \end{scope}
    
    % Second graph (p=0)
    \begin{scope}[xshift=4cm]
        \draw[->] (0,0) -- (0,3) node[above] {Stability Index};
        \draw[->] (0,0) -- (3,0) node[right] {Graphs};
        \draw[domain=0:3,smooth,variable=\x,red] plot ({\x},{0});
        \node at (1.5,0.2) {$p=0$};
        \draw[dashed] (0,0) -- (3,0);
        \draw (0,0) rectangle (3,3);
    \end{scope}
    
    % Third graph (p=2)
    \begin{scope}[xshift=8cm]
        \draw[->] (0,0) -- (0,3) node[above] {Stability Index};
        \draw[->] (0,0) -- (3,0) node[right] {Graphs};
        \draw[domain=0:3,smooth,variable=\x,green] plot ({\x},{2});
        \node at (1.5,2.2) {$p=2$};
        \draw[dashed] (0,2) -- (3,2);
        \draw (0,0) rectangle (3,3);
    \end{scope}
\end{tikzpicture}
    \end{document}"
115,"Shaded region between the area and a circle
 
 How can I draw a square whose side is 6 inscribed in a circle and make the program display the shaded region between the square and the circle","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \draw[fill=blue!20] (0,0) circle(3) -- (3,3) -- (3,-3) -- (-3,-3) -- (-3,3) -- cycle -- cycle;
    \draw[thick] (0,0) circle(3);
    \draw[thick] (-3,3) rectangle (3,-3);
\end{tikzpicture}
    \end{document}"
116,"Relation between $\Delta t$ and $t$, for $\Delta t < 1/12$ (1 month), with 50$\%$ chance of winning the bet in case of several Gompertz distributions with mode $75$","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \begin{axis}[
        xlabel={$\Delta t$ (time interval)},
        ylabel={Probability},
        xmin=0, xmax=1/12,
        ymin=0, ymax=1,
        xtick={0, 1/24, 1/12},
        ytick={0, 0.5, 1},
        grid=both,
        domain=0:1/12,
        samples=100,
        legend pos=outer north east,
        title={Relation between $\Delta t$ and $t$}
    ]
    \addplot[blue, thick] {0.5 * (1 - exp(-x * 12))}; % Example Gompertz relation
    \addlegendentry{Probability of Winning}
    \end{axis}
\end{tikzpicture}
    \end{document}"
117,"How to bend a mathematical formula around an arc or circle
 
 i would like to bend a math formula around a circle. While it is working with text, LaTeX would not bend a formula in a math environment around a circle, at least, i hadn´t had success. The following code i wrote for a test:
 \documentclass[convert={density=300,size=1080x800,outext=.png}]{standalone}
 \usepackage{fontspec}
 \usepackage{amssymb}
 \usepackage{unicode-math}
 \usepackage{xfrac}
 \usepackage{tikz}
 \usepackage{calc}
 \usetikzlibrary{decorations.text,fit,chains,calc,shapes.geometric,intersections}
 \usepackage[margin=15mm]{geometry}
 
 \begin{document}
 \begin{tikzpicture}
 \begin{scope}[shift={(0cm,0cm)}, fill opacity=0.5, mytext/.style={text opacity=1,font=\large\bfseries}]
 % Kreise 
 \draw[fill=red, draw = black] (0,0) circle (5); % Complex Numbers
 \draw[fill=blue!10, draw = black,name path=circle 2] (0,0) circle (4.2); % Imaginary Numbers
 \end{scope}
 
 \draw [ draw opacity=0.1, rotate=120,
 postaction={decorate, decoration={raise=-1ex,text along path,reverse path,text align={fit to path stretching spaces},
 text={|\ttfamily\huge\color{blue}|Outer\space Space \space}}}] (0,0) circle (4.6cm);
 \draw [draw opacity=0.1, rotate=180,
 postaction={ decorate, decoration={raise=-1ex,text along path,reverse path,text align={fit to path stretching spaces},
 text={|\ttfamily\huge\color{green}|Inner\space Space \space}}}] (0,0) circle (3.8cm);
 
 \node at (4,0) (N) {\tiny 1,2,3,4};
 \node[rotate=90] at (-3,1) (N) {$y(n)=h_0x(n)+h_1x(n-1)+\dots +h_{N-1}x(n-N+1)=\sum_{k=0}^{N-1}h_kx(n-k)$};
 \end{tikzpicture}
 
 \end{document}
 
 The following result is generated, but the math formular is not bended.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \draw[fill=red, draw=black] (0,0) circle (5); % Complex Numbers
    \draw[fill=blue!10, draw=black] (0,0) circle (4.2); % Imaginary Numbers

    \draw [draw opacity=0.1, rotate=120,
    postaction={decorate, decoration={raise=-1ex,text along path,reverse path,text align={fit to path stretching spaces},
    text={|\ttfamily\huge\color{blue}|Outer\space Space \space}}}] (0,0) circle (4.6cm);
    
    \draw [draw opacity=0.1, rotate=180,
    postaction={decorate, decoration={raise=-1ex,text along path,reverse path,text align={fit to path stretching spaces},
    text={|\ttfamily\huge\color{green}|Inner\space Space \space}}}] (0,0) circle (3.8cm);
    
    \path (0,0) coordinate (center);
    \path (4.6,0) coordinate (start);
    \path (3.8,0) coordinate (end);
    
    \draw[decorate, decoration={text along path, text={|\small\color{black}|$y(n)=h_0x(n)+h_1x(n-1)+\dots +h_{N-1}x(n-N+1)=\sum_{k=0}^{N-1}h_kx(n-k)$}}] 
    (start) arc[start angle=0, end angle=180, radius=4.6cm];
    
    \draw[decorate, decoration={text along path, text={|\small\color{black}|$y(n)=h_0x(n)+h_1x(n-1)+\dots +h_{N-1}x(n-N+1)=\sum_{k=0}^{N-1}h_kx(n-k)$}}] 
    (end) arc[start angle=0, end angle=180, radius=3.8cm];
\end{tikzpicture}
    \end{document}"
118,A standard interval tree,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}[scale=1]
    \node[draw] (n1) at (0, 0) {5};
    \node[draw] (n2) at (-1, -1) {3};
    \node[draw] (n3) at (1, -1) {8};
    \node[draw] (n4) at (-1.5, -2) {1};
    \node[draw] (n5) at (-0.5, -2) {4};
    \node[draw] (n6) at (0.5, -2) {7};
    \node[draw] (n7) at (1.5, -2) {9};
    
    \draw (n1) -- (n2);
    \draw (n1) -- (n3);
    \draw (n2) -- (n4);
    \draw (n2) -- (n5);
    \draw (n3) -- (n6);
    \draw (n3) -- (n7);
\end{tikzpicture}
    \end{document}"
119,Diagram for Lemma \ref{WeakConvexHullAndLimitSetContainments},"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % Draw the outer convex hull
    \draw[thick, blue] (0,0) -- (2,3) -- (4,0) -- cycle;
    \node at (2,3.2) {Convex Hull};

    % Draw the limit set
    \draw[dashed, red] (1,1) -- (3,1) -- (2,2.5) -- cycle;
    \node at (2,2.7) {Limit Set};

    % Points in the limit set
    \fill[red] (1,1) circle (2pt);
    \fill[red] (3,1) circle (2pt);
    \fill[red] (2,2.5) circle (2pt);

    % Points in the convex hull
    \fill[blue] (0,0) circle (2pt);
    \fill[blue] (2,3) circle (2pt);
    \fill[blue] (4,0) circle (2pt);

    % Labels for the points
    \node at (0,-0.2) {A};
    \node at (2,3.2) {B};
    \node at (4,-0.2) {C};
    \node at (1,-0.2) {D};
    \node at (3,-0.2) {E};
    \node at (2,2.5) {F};
\end{tikzpicture}
    \end{document}"
120,Illustration for projection scheme for system.,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % Define the nodes
    \node (A) at (0, 0) [draw, rectangle, minimum width=2cm, minimum height=1cm] {System};
    \node (B) at (-3, -2) [draw, rectangle, minimum width=2cm, minimum height=1cm] {Projection 1};
    \node (C) at (3, -2) [draw, rectangle, minimum width=2cm, minimum height=1cm] {Projection 2};
    \node (D) at (-1.5, -4) [draw, rectangle, minimum width=2cm, minimum height=1cm] {Result 1};
    \node (E) at (1.5, -4) [draw, rectangle, minimum width=2cm, minimum height=1cm] {Result 2};

    % Draw arrows
    \draw[->] (A) -- (B);
    \draw[->] (A) -- (C);
    \draw[->] (B) -- (D);
    \draw[->] (C) -- (E);
\end{tikzpicture}
    \end{document}"
121,A generic diagram of a deep SSM with $L$ layers. %\mred{[THE INDEXING OF THE LATENT PROCESSES NEEDS TO BE CHANGED. THE CLOSEST TO $y$ SHOULD BE $x_L$. THE ROOT PROCESS IS $x_0$.][Done]},"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}[node distance=1.5cm, every node/.style={draw, circle}]
    \foreach \i in {0,1,...,4} {
        \node (x\i) at (0,\i) {$x_\i$};
    }
    \foreach \i in {1,2,3,4} {
        \node (y\i) at (2,\i) {$y_\i$};
    }
    
    \foreach \i in {0,1,2,3} {
        \draw[->] (x\i) -- (x\i+1);
    }
    
    \foreach \i in {1,2,3,4} {
        \draw[->] (x\i) -- (y\i);
    }
\end{tikzpicture}
    \end{document}"
122,Unequal error variance case ($\sigma_1<\sigma_2$). See caption of Figure \ref{fig:intro_example} for description of panels.,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % Define colors
    \definecolor{blue}{RGB}{0, 0, 255}
    \definecolor{red}{RGB}{255, 0, 0}
    
    % Axes
    \draw[->] (-1.5, 0) -- (1.5, 0) node[right] {X};
    \draw[->] (0, -0.5) -- (0, 2) node[above] {Y};

    % Data points for group 1 (lower variance)
    \foreach \x in {-1, -0.5, 0, 0.5, 1} {
        \fill[blue] (\x, {0.5 + 0.1*\x*\x}) circle (2pt);
    }

    % Data points for group 2 (higher variance)
    \foreach \x in {-1, -0.5, 0, 0.5, 1} {
        \fill[red] (\x, {1.5 + 0.3*\x*\x + rand*0.5}) circle (2pt);
    }

    % Error bars for group 1
    \foreach \x in {-1, -0.5, 0, 0.5, 1} {
        \draw[blue] (\x, {0.5 + 0.1*\x*\x}) -- (\x, {0.7 + 0.1*\x*\x});
        \draw[blue] (\x, {0.5 + 0.1*\x*\x}) -- (\x, {0.3 + 0.1*\x*\x});
    }

    % Error bars for group 2
    \foreach \x in {-1, -0.5, 0, 0.5, 1} {
        \draw[red] (\x, {1.5 + 0.3*\x*\x + rand*0.5}) -- (\x, {1.8 + 0.3*\x*\x + rand*0.5});
        \draw[red] (\x, {1.5 + 0.3*\x*\x + rand*0.5}) -- (\x, {1.2 + 0.3*\x*\x + rand*0.5});
    }

    % Legends
    \node[blue] at (1.2, 1.5) {Group 1 ($\sigma_1$)};
    \node[red] at (1.2, 1.0) {Group 2 ($\sigma_2$)};
\end{tikzpicture}
    \end{document}"
123,Graph $Y$,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
\begin{axis}[
    xlabel={$X$},
    ylabel={$Y$},
    grid=both,
    xmin=-10, xmax=10,
    ymin=-10, ymax=10,
    domain=-10:10,
    samples=100,
]
\addplot[color=blue, thick] {x^2}; % Example function Y = X^2
\end{axis}
\end{tikzpicture}
    \end{document}"
124,A labelled pentagonal cactus of $n$ pentagons.,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \foreach \i in {0,1,2,3,4} {
        \node[draw, regular polygon, regular polygon sides=5, minimum size=1.5cm] at ({\i*72}:2) (p\i) {\i+1};
    }
    \foreach \i in {0,1,2,3,4} {
        \foreach \j in {0,1,2,3,4} {
            \ifnum\i<\j
                \draw (p\i.east) -- (p\j.west);
            \fi
        }
    }
\end{tikzpicture}
    \end{document}"
125,The internal geometry for an exotic type IIA background. The red points are boundary theories and the blue points represent BPS domain walls. We provide a bottom-up argument from the classification of 5d SCFTs that rules out such backgrounds.,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % Draw the boundary theories as red points
    \fill[red] (0,0) circle (3pt) node[below] {Boundary Theory 1};
    \fill[red] (2,0) circle (3pt) node[below] {Boundary Theory 2};
    
    % Draw the BPS domain walls as blue points
    \fill[blue] (1,1) circle (3pt) node[above] {BPS Domain Wall 1};
    \fill[blue] (1,-1) circle (3pt) node[below] {BPS Domain Wall 2};
    
    % Draw lines connecting boundary theories to domain walls
    \draw[->, red] (0,0) -- (1,1);
    \draw[->, red] (2,0) -- (1,1);
    \draw[->, red] (0,0) -- (1,-1);
    \draw[->, red] (2,0) -- (1,-1);
    
    % Add a label for the background
    \node at (1, 2) {Exotic Type IIA Background};
\end{tikzpicture}
    \end{document}"
126,"How to draw penrose diagrams with TikZ
 
 I know tikz can be used to generate plots and I have familiarized myself with the basics of generating an axis and adding coordinates, but I have no idea how I could get a figure like this for example, even though it is just a bunch of lines essentially. Could anyone advise? Or is there another program I should be using for such diagrams..","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}[scale=1.5]
    % Draw the outer boundary
    \draw[thick] (-2, 2) -- (2, 2);
    \draw[thick] (-2, -2) -- (2, -2);
    \draw[thick] (-2, 2) -- (-2, -2);
    \draw[thick] (2, 2) -- (2, -2);

    % Draw the diagonal lines
    \draw[thick] (-2, -2) -- (0, 0);
    \draw[thick] (0, 0) -- (2, 2);
    \draw[thick] (-2, 2) -- (0, 0);
    \draw[thick] (0, 0) -- (2, -2);

    % Draw the inner lines
    \draw[thick] (-2, 0) -- (0, 2);
    \draw[thick] (0, -2) -- (2, 0);
    \draw[thick] (0, 2) -- (2, 0);
    \draw[thick] (-2, 0) -- (0, -2);

    % Draw the light cones
    \draw[dashed] (-1, -2) -- (-1, 2);
    \draw[dashed] (1, -2) -- (1, 2);
    \draw[dashed] (-2, -1) -- (2, -1);
    \draw[dashed] (-2, 1) -- (2, 1);
\end{tikzpicture}
    \end{document}"
127,$\alpha\beta\gamma^2$ is a vertex.,"\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    \coordinate (A) at (0, 0);
    \coordinate (B) at (2, 0);
    \coordinate (C) at (1, 2);
    
    \fill[blue] (A) circle (2pt) node[below left] {$\alpha$};
    \fill[red] (B) circle (2pt) node[below right] {$\beta$};
    \fill[green] (C) circle (2pt) node[above] {$\gamma^2$};
    
    \draw (A) -- (B) -- (C) -- cycle;
\end{tikzpicture}
    \end{document}"
128,"The double chamber, a genus 2 dilation surface with one cone point of angle $6\pi$.","\documentclass[tikz,border=10pt]{standalone}
    \usepackage{tikz}
    \usetikzlibrary{arrows.meta, positioning, shapes.geometric}
    
    \begin{document}
    \begin{tikzpicture}
    % Draw the double chamber
    \draw[thick] (0,0) -- (2,0) -- (3,1) -- (3,3) -- (2,4) -- (0,4) -- (-1,3) -- (-1,1) -- (0,0);
    \draw[thick] (2,0) -- (2,4);
    \draw[thick] (0,0) -- (0,4);
    
    % Draw the cone point
    \fill[red] (0,2) circle (0.1);
    \node at (0,2.3) {\footnotesize $6\pi$};
    
    % Draw the edges
    \draw[->, thick] (2.5,1) -- (2.5,3);
    \draw[->, thick] (-0.5,1) -- (-0.5,3);
    
    % Label the chambers
    \node at (1,2) {\footnotesize Chamber 1};
    \node at (2.5,2) {\footnotesize Chamber 2};
\end{tikzpicture}
    \end{document}"
